MA_KHO,ID_KHO_V1,ID_KHO_V2,TEN_KHO,LOAI_HINH_KHO,LEVEL,MA_KHO_CHA,GPS,DIEN_THOAI,DIA_CHI,MA_KHU_VUC,GHI_CHU,MA_TRANG_THAI
281200,18951,2961,Bình Xuyên,GD2,3,002812,,,,GEO0002,,WS0002
281201,17844,2962,Hương Canh,VHX,3,002812,,,,GEO0002,,WS0002
281206,,2963,KHL Bình Xuyên,GD3,3,002812,,,,GEO0002,,WS0002
281207,,2964,VP BĐH Bình Xuyên,VP,3,002812,,,,GEO0002,,WS0002
281210,8947,2965,Sơn Lôi,VHX,3,002812,,,,GEO0002,,WS0002
281220,9842,2966,Bá Hiến,VHX,3,002812,,,,GEO0002,,WS0002
281250,18952,2967,Trung Mỹ,VHX,3,002812,,,,GEO0002,,WS0002
281260,6940,2968,Tam Hợp,VHX,3,002812,,,,GEO0002,,WS0002
281280,9843,2969,Thiện Kế,VHX,3,002812,,,,GEO0002,,WS0002
281310,18953,2970,Hương Sơn,VHX,3,002812,,,,GEO0002,,WS0002
281330,6010,2971,Quang Hà,GD3,3,002812,,,,GEO0002,,WS0002
281331,6043,2972,Gia Khánh,VHX,3,002812,,,,GEO0002,,WS0002
281370,13294,2973,Tân Phong,VHX,3,002812,,,,GEO0002,,WS0002
281390,6044,2974,Thanh Lãng,VHX,3,002812,,,,GEO0002,,WS0002
281410,6011,2975,Phú Xuân,VHX,3,002812,,,,GEO0002,,WS0002
281500,,2978,Tam Dương,GD2,3,002815,,,,GEO0002,,WS0002
281501,6941,2979,Hợp Hòa,VHX,3,002815,,,,GEO0002,,WS0002
281514,,2980,VP BĐH Tam Dương,VP,3,002815,,,,GEO0002,,WS0002
281530,6942,2981,Hướng Đạo,VHX,3,002815,,,,GEO0002,,WS0002
281540,8948,2982,Kim Long,VHX,3,002815,,,,GEO0002,,WS0002
281560,9844,2983,Đồng Tĩnh,VHX,3,002815,,,,GEO0002,,WS0002
281580,6045,2984,Hoàng Hoa,VHX,3,002815,,,,GEO0002,,WS0002
281600,6046,2985,An Hòa,VHX,3,002815,,,,GEO0002,,WS0002
281620,9548,2986,Hoàng Đan,VHX,3,002815,,,,GEO0002,,WS0002
281640,12799,2987,Hoàng Lâu,VHX,3,002815,,,,GEO0002,,WS0002
281660,12800,2988,Duy Phiên,VHX,3,002815,,,,GEO0002,,WS0002
281680,6943,2989,Vân Hội,VHX,3,002815,,,,GEO0002,,WS0002
281690,18954,2990,Hợp Thịnh,VHX,3,002815,,,,GEO0002,,WS0002
281700,18955,2991,Đạo Tú,VHX,3,002815,,,,GEO0002,,WS0002
281720,9845,2992,Thanh Vân,VHX,3,002815,,,,GEO0002,,WS0002
281800,6493,2995,Lập Thạch,GD2,3,002818,,,,GEO0002,,WS0002
281820,6494,2996,Tử Du,VHX,3,002818,,,,GEO0002,,WS0002
281830,6609,2997,Bàn Giản,VHX,3,002818,,,,GEO0002,,WS0002
281840,17497,2998,Liên Hòa,VHX,3,002818,,,,GEO0002,,WS0002
281850,7498,2999,Liễn Sơn,GD3,3,002818,,,,GEO0002,,WS0002
281860,19048,3000,Thái Hòa,VHX,3,002818,,,,GEO0002,,WS0002
281870,6495,3001,Xuân Hòa,VHX,3,002818,,,,GEO0002,,WS0002
281880,6610,3002,Bắc Bình,VHX,3,002818,,,,GEO0002,,WS0002
281890,11487,3003,Hợp Lý,VHX,3,002818,,,,GEO0002,,WS0002
281900,6496,3004,Quang Sơn,VHX,3,002818,,,,GEO0002,,WS0002
281910,16427,3005,Vân Trục,VHX,3,002818,,,,GEO0002,,WS0002
281920,7499,3006,Ngọc Mỹ,VHX,3,002818,,,,GEO0002,,WS0002
281930,16581,3070,Đồng Quế,VHX,3,002831,,,,GEO0002,,WS0002
281938,,3007,VP BĐH Lập Thạch,VP,3,002818,,,,GEO0002,,WS0002
281940,17889,3071,Lãng Công,VHX,3,002831,,,,GEO0002,,WS0002
281950,12517,3072,Quang Yên,VHX,3,002831,,,,GEO0002,,WS0002
281960,20228,3073,Tân Lập,VHX,3,002831,,,,GEO0002,,WS0002
281970,17570,3074,Nhạo Sơn,VHX,3,002831,,,,GEO0002,,WS0002
281980,16582,3075,Bến Then,VHX,3,002831,,,,GEO0002,,WS0002
281990,12639,3076,Phương Khoan,VHX,3,002831,,,,GEO0002,,WS0002
282010,17887,3077,Đôn Nhân,VHX,3,002831,,,,GEO0002,,WS0002
282020,10780,,BC Khai thác,,3,002818,,,,GEO0002,,WS0002
282030,20227,3078,Nhân Đạo,VHX,3,002831,,,,GEO0002,,WS0002
282040,17569,3079,Hải Lựu,VHX,3,002831,,,,GEO0002,,WS0002
282070,16821,3080,Bạch Lưu,VHX,3,002831,,,,GEO0002,,WS0002
282080,12516,3081,Như Thụy,VHX,3,002831,,,,GEO0002,,WS0002
282090,17571,3082,Yên Thạch,VHX,3,002831,,,,GEO0002,,WS0002
282100,13546,3083,Tứ Yên,VHX,3,002831,,,,GEO0002,,WS0002
282110,17888,3084,Đồng Thịnh,VHX,3,002831,,,,GEO0002,,WS0002
282120,13545,3085,Đức Bác,VHX,3,002831,,,,GEO0002,,WS0002
282130,10782,3008,Xuân Lôi,VHX,3,002818,,,,GEO0002,,WS0002
282140,10783,3009,Văn Quán,VHX,3,002818,,,,GEO0002,,WS0002
282150,20226,3086,Cao Phong,VHX,3,002831,,,,GEO0002,,WS0002
282160,7502,3010,Sơn Đông,VHX,3,002818,,,,GEO0002,,WS0002
282170,7503,3011,Đình Chu,VHX,3,002818,,,,GEO0002,,WS0002
282180,19050,3012,Triệu Đề,GD3,3,002818,,,,GEO0002,,WS0002
282190,11971,3013,Tiên Lữ,VHX,3,002818,,,,GEO0002,,WS0002
282200,20257,3014,Đồng Ích,VHX,3,002818,,,,GEO0002,,WS0002
282300,,3017,Vĩnh Tường,GD2,3,002823,,,,GEO0002,,WS0002
282306,,3018,KHL Vĩnh Tường,GD3,3,002823,,,,GEO0002,,WS0002
282307,,3019,VP BĐH Vĩnh Tường,VP,3,002823,,,,GEO0002,,WS0002
282310,9726,3020,Vân Xuân,VHX,3,002823,,,,GEO0002,,WS0002
282320,11490,3021,Vũ Dy,VHX,3,002823,,,,GEO0002,,WS0002
282330,19051,3022,Bình Dương,VHX,3,002823,,,,GEO0002,,WS0002
282350,6498,3023,Vĩnh Sơn,VHX,3,002823,,,,GEO0002,,WS0002
282360,11970,3024,Đại Đồng,VHX,3,002823,,,,GEO0002,,WS0002
282370,,3025,Sơn Kiệu,GD3,3,002823,,,,GEO0002,,WS0002
282380,16426,3026,Yên Bình,VHX,3,002823,,,,GEO0002,,WS0002
282390,13293,3027,Nghĩa Hưng,VHX,3,002823,,,,GEO0002,,WS0002
282400,7504,3028,Kim Xá,VHX,3,002823,,,,GEO0002,,WS0002
282420,,3029,Thổ Tang,GD3,3,002823,,,,GEO0002,,WS0002
282440,,3030,Tân Tiến,GD3,3,002823,,,,GEO0002,,WS0002
282450,7505,3031,Yên Lập,VHX,3,002823,,,,GEO0002,,WS0002
282460,11491,3032,Lũng Hòa,VHX,3,002823,,,,GEO0002,,WS0002
282470,20181,3033,Việt Xuân,VHX,3,002823,,,,GEO0002,,WS0002
282480,6499,3034,Thượng Trưng,VHX,3,002823,,,,GEO0002,,WS0002
282500,9727,3035,Tân Cương,VHX,3,002823,,,,GEO0002,,WS0002
282510,17842,3036,Cao Đại,VHX,3,002823,,,,GEO0002,,WS0002
282520,,3037,Bồ Sao,GD3,3,002823,,,,GEO0002,,WS0002
282530,11492,3038,Phú Thịnh,VHX,3,002823,,,,GEO0002,,WS0002
282540,7506,3039,Lý Nhân,VHX,3,002823,,,,GEO0002,,WS0002
282550,19052,3040,Tuân Chính,VHX,3,002823,,,,GEO0002,,WS0002
282570,11493,3041,An Tường,VHX,3,002823,,,,GEO0002,,WS0002
282580,10784,3042,Tam Phúc,VHX,3,002823,,,,GEO0002,,WS0002
282590,11494,3043,Vĩnh Thịnh,VHX,3,002823,,,,GEO0002,,WS0002
282610,9728,3044,Tứ Trưng,VHX,3,002823,,,,GEO0002,,WS0002
282630,19053,3045,Ngũ Kiên,VHX,3,002823,,,,GEO0002,,WS0002
282650,16605,3046,Phú Đa,VHX,3,002823,,,,GEO0002,,WS0002
282670,10785,3047,Vĩnh Ninh,VHX,3,002823,,,,GEO0002,,WS0002
282800,17924,3050,Yên Lạc,GD2,3,002828,,,,GEO0002,,WS0002
282806,,3051,VP BĐH Yên Lạc,VP,3,002828,,,,GEO0002,,WS0002
282810,19056,3052,Bình Định,VHX,3,002828,,,,GEO0002,,WS0002
282820,11498,3053,Đồng Cương,VHX,3,002828,,,,GEO0002,,WS0002
282830,6612,3054,Trung Nguyên,VHX,3,002828,,,,GEO0002,,WS0002
282850,7507,3055,Đồng Văn,VHX,3,002828,,,,GEO0002,,WS0002
282860,11499,3056,Tề Lỗ,VHX,3,002828,,,,GEO0002,,WS0002
282870,13187,3057,Yên Đồng,VHX,3,002828,,,,GEO0002,,WS0002
282880,7508,3058,Đại Tự,VHX,3,002828,,,,GEO0002,,WS0002
282890,13772,3059,Tam Hồng,GD3,3,002828,,,,GEO0002,,WS0002
282910,6613,3060,Liên Châu,VHX,3,002828,,,,GEO0002,,WS0002
282920,6614,3061,Yên Phương,VHX,3,002828,,,,GEO0002,,WS0002
282930,6615,3062,Hồng Phương,VHX,3,002828,,,,GEO0002,,WS0002
282940,6616,3063,Hồng Châu,VHX,3,002828,,,,GEO0002,,WS0002
282950,6617,3064,Trung Hà,VHX,3,002828,,,,GEO0002,,WS0002
282970,6501,3065,Trung Kiên,VHX,3,002828,,,,GEO0002,,WS0002
282980,16840,3066,Chợ Lồ,GD3,3,002828,,,,GEO0002,,WS0002
282990,6502,3067,Văn Tiến,VHX,3,002828,,,,GEO0002,,WS0002
283140,,3087,Sông Lô,GD2,3,002831,,,,GEO0002,,WS0002
283377,,3088,VP BĐH Sông Lô,VP,3,002831,,,,GEO0002,,WS0002
283400,12693,3091,Phúc Yên,GD2,3,002834,,,,GEO0002,,WS0002
283401,12691,3092,Trưng Trắc,GD3,3,002834,,,,GEO0002,,WS0002
283460,12692,3093,Xuân Hòa,GD3,3,002834,,,,GEO0002,,WS0002
283489,,3094,Phúc Yên,GD1,3,002834,,,,GEO0002,,WS0002
283495,,3095,KHL Phúc Yên,GD3,3,002834,,,,GEO0002,,WS0002
283501,6618,3096,Cao Minh,VHX,3,002834,,,,GEO0002,,WS0002
283520,17499,3097,Nam Viêm,VHX,3,002834,,,,GEO0002,,WS0002
283530,,3098,Ngọc Thanh,VHX,3,002834,,,,GEO0002,,WS0002
283567,,3099,VP BĐTP Phúc Yên,VP,3,002834,,,,GEO0002,,WS0002
283600,,3102,Tam Đảo,GD2,3,002836,,,,GEO0002,,WS0002
283601,,3103,Tam Đảo Núi,GD3,3,002836,,,,GEO0002,,WS0002
283605,,3104,VP BĐH Tam Đảo,VP,3,002836,,,,GEO0002,,WS0002
283630,7513,3105,Đại Đình,VHX,3,002836,,,,GEO0002,,WS0002
283660,9733,3106,Tam Quan,VHX,3,002836,,,,GEO0002,,WS0002
283680,,3107,Hồ Sơn,VHX,3,002836,,,,GEO0002,,WS0002
283700,19061,3108,Đạo Trù,VHX,3,002836,,,,GEO0002,,WS0002
283720,10790,3109,Bồ Lý,VHX,3,002836,,,,GEO0002,,WS0002
283740,6510,3110,Yên Dương,VHX,3,002836,,,,GEO0002,,WS0002
283760,6511,3111,Minh Quang,VHX,3,002836,,,,GEO0002,,WS0002
283780,6626,,VHX Hồ Sơn,,3,002836,,,,GEO0002,,WS0002
283910,,13687,KHL Vĩnh Phúc,GD3,3,002811,,,,GEO0002,,WS0002
283919,,2958,HCC Vĩnh Phúc,GD3,3,002800,,,,GEO0002,,WS0002
290000,9734,3118,Việt Trì,GD1,3,002900,,,,GEO0002,,WS0002
290001,7514,,Trung tâm kinh doanh - Tổ kinh doanh,,3,002900,,,,GEO0002,,WS0001
290100,,13689,KTC1 Phú Thọ,VP,3,002911,,,,GEO0002,,WS0002
290101,15463,,Điểm bán Lâm Thao 1,,3,,,0,,,,WS0001
290102,17291,,Điểm bán Lâm Thao,,3,,,0,,,,WS0001
290900,,13690,Hệ 1 Phú Thọ,GD1,3,002911,,,,GEO0002,,WS0002
291000,7515,3119,Tiên Cát,GD3,3,002900,,,,GEO0002,,WS0002
291081,,3120,BCVP- TT TP Việt Trì,VP,3,002900,,,,GEO0002,,WS0002
291110,,13691,KHL Phú Thọ,GD3,3,002911,,,,GEO0002,,WS0002
291120,,3115,BCVP - Bưu điện tỉnh Phú Thọ,VP,3,000029.HA,,,,GEO0002,,WS0002
291129,20565,3121,TMĐT Phú Thọ,GD3,3,002900,,,,GEO0002,,WS0002
291130,19062,3122,Trưng Vương,VHX,3,002900,,,,GEO0002,,WS0002
291160,11504,3123,Tân Dân,GD3,3,002900,,,,GEO0002,,WS0002
291206,,13688,Bưu Cục Cấp 3 Hàn Thuyên,GD3,3,002900,,,,GEO0002,,WS0002
291212,,16692,Bưu cục HCC Việt Trì,GD3,3,002900,,,,GEO0002,,WS0002
291240,6512,3124,Dữu Lâu,VHX,3,002900,,,,GEO0002,,WS0002
291470,13193,3125,Nông Trang,GD3,3,002900,,,,GEO0002,,WS0002
291650,6627,3126,Minh Phương,VHX,3,002900,,,,GEO0002,,WS0002
291670,6513,3127,Minh Nông,VHX,3,002900,,,,GEO0002,,WS0002
291820,,3128,Việt Trì - Ga,GD3,3,002900,,,,GEO0002,,WS0002
291860,6696,3129,Sông Lô,VHX,3,002900,,,,GEO0002,,WS0002
291880,6697,3130,Vân Cơ,GD3,3,002900,,,,GEO0002,,WS0002
291930,6698,3131,Phượng Lâu,VHX,3,002900,,,,GEO0002,,WS0002
291960,19063,3132,Vân Phú,VHX,3,002900,,,,GEO0002,,WS0002
291980,19064,3133,Thụy Vân,VHX,3,002900,,,,GEO0002,,WS0002
291996,,13814,Bưu cục văn phòng TTKTVC (VP),VP,3,002911,,,,GEO0002,,WS0002
292010,20563,3134,Bạch Hạc,GD3,3,002900,,,,GEO0002,,WS0002
292060,11505,3135,Hy Cương,VHX,3,002900,,,,GEO0002,,WS0002
292080,19065,3136,Thanh Đình,VHX,3,002900,,,,GEO0002,,WS0002
292110,10791,3137,Chu Hóa,VHX,3,002900,,,,GEO0002,,WS0002
292140,20564,3138,Đền Hùng,GD3,3,002900,,,,GEO0002,,WS0002
292141,6514,3139,Kim Đức,VHX,3,002900,,,,GEO0002,,WS0002
292160,19066,3140,Hùng Lô,VHX,3,002900,,,,GEO0002,,WS0002
292180,6699,3141,Tân Đức,VHX,3,002900,,,,GEO0002,,WS0002
292300,13198,3144,Phù Ninh,GD2,3,002923,,,,GEO0002,,WS0002
292325,,3145,BCVP - Phù Ninh,VP,3,002923,,,,GEO0002,,WS0002
292340,11508,3146,Phú Nham,VHX,3,002923,,,,GEO0002,,WS0002
292360,11509,3147,Gia Thanh,VHX,3,002923,,,,GEO0002,,WS0002
292380,19070,3148,Phú Lộc,GD3,3,002923,,,,GEO0002,,WS0002
292400,11510,3149,Phù Ninh,VHX,3,002923,,,,GEO0002,,WS0002
292470,10794,3150,Vĩnh Phú,VHX,3,002923,,,,GEO0002,,WS0002
292480,6704,3151,Tử Đà,VHX,3,002923,,,,GEO0002,,WS0002
292500,6705,3152,Bình Bộ,VHX,3,002923,,,,GEO0002,,WS0001
292520,6631,3153,An Đạo,VHX,3,002923,,,,GEO0002,,WS0002
292540,6706,3154,Tiên Du,VHX,3,002923,,,,GEO0002,,WS0002
292560,6707,3155,Hạ Giáp,VHX,3,002923,,,,GEO0002,,WS0002
292580,6708,3156,Trị Quận,VHX,3,002923,,,,GEO0002,,WS0002
292600,6632,3157,Bảo Thanh,VHX,3,002923,,,,GEO0002,,WS0002
292620,6633,3158,Trung Giáp,VHX,3,002923,,,,GEO0002,,WS0002
292640,6709,3159,Tiên Phú,VHX,3,002923,,,,GEO0002,,WS0002
292670,6634,3160,Phú Mỹ,VHX,3,002923,,,,GEO0002,,WS0002
292683,,19076,Phú Mỹ,VHX,3,002923,,,,GEO0002,,WS0002
292700,13199,3161,Liên Hoa,VHX,3,002923,,,,GEO0002,,WS0002
292720,10795,3162,Trạm Thản,VHX,3,002923,,,,GEO0002,,WS0002
292900,10796,3165,Lâm Thao,GD2,3,002929,,,,GEO0002,,WS0002
292918,,3166,BCVP- Lâm Thao,VP,3,002929,,,,GEO0002,,WS0002
292980,20254,3167,Tiên Kiên,VHX,3,002929,,,,GEO0002,,WS0002
293010,13200,3168,Xuân Lũng,VHX,3,002929,,,,GEO0002,,WS0002
293040,13201,3169,Thạch Sơn,VHX,3,002929,,,,GEO0002,,WS0002
293060,13202,3170,Xuân Huy,VHX,3,002929,,,,GEO0002,,WS0002
293080,10797,3171,Hợp Hải,VHX,3,002929,,,,GEO0002,,WS0002
293090,10798,3172,Sơn Dương,VHX,3,002929,,,,GEO0002,,WS0002
293110,13203,3173,Kinh Kệ,VHX,3,002929,,,,GEO0002,,WS0002
293130,7697,3174,Tứ Xã,VHX,3,002929,,,,GEO0002,,WS0002
293170,7698,3175,Sơn Vy,VHX,3,002929,,,,GEO0002,,WS0002
293220,9738,3176,Bản Nguyên,VHX,3,002929,,,,GEO0002,,WS0002
293250,11511,3177,Vĩnh Lại,VHX,3,002929,,,,GEO0002,,WS0002
293310,,19594,Cao Xá,GD3,3,002929,,,,GEO0002,,WS0002
293330,6635,3178,Tiên Kiên,GD3,3,002929,,,,GEO0002,,WS0002
293500,11518,3181,Phú Thọ,GD2,3,002935,,,,GEO0002,,WS0002
293556,,3182,BCVP - TX Phú Thọ,VP,3,002935,,,,GEO0002,,WS0002
293580,6638,3183,Hùng  Vương,GD3,3,002935,,,,GEO0002,,WS0002
293750,19075,3184,Thanh Minh,VHX,3,002935,,,,GEO0002,,WS0002
293770,7705,3185,Hà Lộc,VHX,3,002935,,,,GEO0002,,WS0002
293800,9745,3186,Văn Lung,VHX,3,002935,,,,GEO0002,,WS0002
293820,7706,3187,Phú Hộ,GD3,3,002935,,,,GEO0002,,WS0002
293821,6639,3188,Phú Hộ,VHX,3,002935,,,,GEO0002,,WS0002
293850,9746,3189,Hà Thạch,VHX,3,002935,,,,GEO0002,,WS0002
293880,7707,3190,Thanh Vinh,GD3,3,002935,,,,GEO0002,,WS0002
293881,9747,3191,Thanh Vinh,VHX,3,002935,,,,GEO0002,,WS0002
294000,6711,3194,Tam Nông,GD2,3,002940,,,,GEO0002,,WS0002
294008,,3195,BCVP - Tam Nông,VP,3,002940,,,,GEO0002,,WS0002
294020,9748,3196,Hương Nộn,VHX,3,002940,,,,GEO0002,,WS0002
294040,13206,3197,Dị Nậu,VHX,3,002940,,,,GEO0002,,WS0002
294060,19076,3198,Dậu Dương,VHX,3,002940,,,,GEO0002,,WS0002
294070,10904,3199,Thượng Nông,VHX,3,002940,,,,GEO0002,,WS0002
294090,10905,3200,Hồng Đà,VHX,3,002940,,,,GEO0002,,WS0002
294100,9749,3201,Thọ Văn,VHX,3,002940,,,,GEO0002,,WS0002
294101,,3202,Thọ Văn 2,VHX,3,002940,,,,GEO0002,,WS0001
294120,10906,3203,Cổ Tiết,GD3,3,002940,,,,GEO0002,,WS0002
294140,10907,3204,Phương Thịnh,VHX,3,002940,,,,GEO0002,,WS0002
294160,10908,3205,Tam Cường,VHX,3,002940,,,,GEO0002,,WS0002
294170,10909,3206,Văn Lương,VHX,3,002940,,,,GEO0002,,WS0002
294190,6712,3207,Tứ Mỹ,VHX,3,002940,,,,GEO0002,,WS0002
294200,6640,3208,Hùng Đô,VHX,3,002940,,,,GEO0002,,WS0002
294210,6641,3209,Quang Húc,VHX,3,002940,,,,GEO0002,,WS0002
294230,6713,3210,Tề Lễ,VHX,3,002940,,,,GEO0002,,WS0002
294240,6714,3211,Thanh Uyên,VHX,3,002940,,,,GEO0002,,WS0002
294260,6715,3212,Xuân Quang,VHX,3,002940,,,,GEO0002,,WS0002
294280,6642,3213,Hiền Quan,VHX,3,002940,,,,GEO0002,,WS0002
294310,6643,3214,Hương Nha,VHX,3,002940,,,,GEO0002,,WS0002
294330,6716,3215,Vực Trường,VHX,3,002940,,,,GEO0002,,WS0002
294500,13584,3218,Thanh Thủy,GD2,3,002945,,,,GEO0002,,WS0002
294511,,3219,BCVP -Thanh Thủy,VP,3,002945,,,,GEO0002,,WS0002
294520,19080,3220,Tân Phương,VHX,3,002945,,,,GEO0002,,WS0002
294540,10914,3221,Thạch Đồng,VHX,3,002945,,,,GEO0002,,WS0002
294560,11777,3222,Xuân Lộc,VHX,3,002945,,,,GEO0002,,WS0002
294580,9752,3223,Đào Xá,VHX,3,002945,,,,GEO0002,,WS0002
294610,7711,3224,Sơn Thủy,VHX,3,002945,,,,GEO0002,,WS0002
294630,9753,3225,Bảo Yên,VHX,3,002945,,,,GEO0002,,WS0002
294650,,3226,Hoàng Xá,GD3,3,002945,,,,GEO0002,,WS0002
294656,9754,,VHX Hoàng Xá,,3,002945,,,,GEO0002,,WS0001
294657,,3227,Hoàng Xá,VHX,3,002945,,,,GEO0002,,WS0002
294660,10915,3228,Đoan Hạ,VHX,3,002945,,,,GEO0002,,WS0002
294680,10916,3229,Đồng Luận,VHX,3,002945,,,,GEO0002,,WS0002
294700,10917,3230,Trung Thịnh,VHX,3,002945,,,,GEO0002,,WS0002
294710,10431,3231,Trung Nghĩa,VHX,3,002945,,,,GEO0002,,WS0002
294730,11778,3232,Phượng Mao,VHX,3,002945,,,,GEO0002,,WS0002
294750,7712,3233,Yến Mao,VHX,3,002945,,,,GEO0002,,WS0002
294780,19081,3234,Tu Vũ,VHX,3,002945,,,,GEO0002,,WS0002
294900,11779,3237,Đoan Hùng,GD2,3,002949,,,,GEO0002,,WS0002
294901,19082,,BĐH Đoan Hùng_ Hà Thị Vân Anh,,3,002949,,,,GEO0002,,WS0001
294913,,3238,BCVP - Đoan Hùng,VP,3,002949,,,,GEO0002,,WS0002
294920,6717,3239,Hữu Đô,VHX,3,002949,,,,GEO0002,,WS0002
294940,6718,3240,Chí Đám,VHX,3,002949,,,,GEO0002,,WS0002
294970,6719,3241,Vân Du,VHX,3,002949,,,,GEO0002,,WS0002
294990,6720,3242,Phong Phú,VHX,3,002949,,,,GEO0002,,WS0001
295010,7713,3243,Ngọc Quan,VHX,3,002949,,,,GEO0002,,WS0002
295040,19083,3244,Yên Kiện,VHX,3,002949,,,,GEO0002,,WS0002
295060,10432,3245,Sóc Đăng,VHX,3,002949,,,,GEO0002,,WS0002
295080,10433,3246,Đại Nghĩa,VHX,3,002949,,,,GEO0002,,WS0002
295100,19084,3247,Phú Thứ,VHX,3,002949,,,,GEO0002,,WS0002
295120,11780,3248,Hùng Quan,VHX,3,002949,,,,GEO0002,,WS0002
295140,13585,3249,Phương Trung,VHX,3,002949,,,,GEO0002,,WS0002
295150,13586,3250,Tây Cốc,GD3,3,002949,,,,GEO0002,,WS0002
295170,13587,3251,Ca Đình,VHX,3,002949,,,,GEO0002,,WS0002
295190,13588,3252,Tiêu Sơn,VHX,3,002949,,,,GEO0002,,WS0002
295220,11781,3253,Vân Đồn,VHX,3,002949,,,,GEO0002,,WS0002
295240,6644,3254,Vụ Quang,VHX,3,002949,,,,GEO0002,,WS0002
295260,6645,3255,Hùng Long,VHX,3,002949,,,,GEO0002,,WS0002
295280,6721,3256,Nghinh Xuyên,VHX,3,002949,,,,GEO0002,,WS0002
295300,10434,3257,Đông Khê,VHX,3,002949,,,,GEO0002,,WS0002
295322,7714,3258,Quế Lâm,VHX,3,002949,,,,GEO0002,,WS0002
295330,7715,3259,Bằng Luân,VHX,3,002949,,,,GEO0002,,WS0002
295360,19085,3260,Bằng Doãn,VHX,3,002949,,,,GEO0002,,WS0002
295370,11782,3261,Phúc Lai,VHX,3,002949,,,,GEO0002,,WS0002
295390,6646,3262,Minh Lương,VHX,3,002949,,,,GEO0002,,WS0002
295410,19086,3263,Minh Tiến,VHX,3,002949,,,,GEO0002,,WS0002
295430,10918,3264,Cầu Hai,GD3,3,002949,,,,GEO0002,,WS0002
295450,11783,3265,Minh Phú,VHX,3,002949,,,,GEO0002,,WS0002
295600,7718,3268,Thanh Ba,GD2,3,002956,,,,GEO0002,,WS0002
295615,,3269,BCVP - Thanh Ba,VP,3,002956,,,,GEO0002,,WS0002
295620,7719,3270,Thái Ninh,VHX,3,002956,,,,GEO0002,,WS0002
295630,19089,3271,Đại An,VHX,3,002956,,,,GEO0002,,WS0002
295650,11786,3272,Đông Lĩnh,VHX,3,002956,,,,GEO0002,,WS0002
295670,6649,3273,Đồng Xuân,VHX,3,002956,,,,GEO0002,,WS0002
295671,12553,,VHX Chí Tiên,,3,002956,,,,GEO0002,,WS0002
295680,6650,3274,Thanh Vân,VHX,3,002956,,,,GEO0002,,WS0002
295700,13590,3275,Yển Khê,VHX,3,002956,,,,GEO0002,,WS0002
295750,10925,3276,Phương Lĩnh,VHX,3,002956,,,,GEO0002,,WS0002
295770,10926,3277,Mạn Lạn,VHX,3,002956,,,,GEO0002,,WS0002
295790,13591,3278,Thanh Xá,VHX,3,002956,,,,GEO0002,,WS0002
295800,13592,3279,Yên Nội,VHX,3,002956,,,,GEO0002,,WS0002
295810,11787,3280,Ninh Dân,VHX,3,002956,,,,GEO0002,,WS0002
295830,10441,3281,Võ Lao,VHX,3,002956,,,,GEO0002,,WS0002
295850,7720,3282,Quảng Nạp,VHX,3,002956,,,,GEO0002,,WS0002
295860,11788,3283,Năng Yên,VHX,3,002956,,,,GEO0002,,WS0002
295880,6723,3284,Khải Xuân,VHX,3,002956,,,,GEO0002,,WS0002
295900,10442,3285,Hoàng Cương,VHX,3,002956,,,,GEO0002,,WS0002
295925,,3286,Chí Tiên,VHX,3,002956,,,,GEO0002,,WS0002
295930,13593,3287,Đông Thành,VHX,3,002956,,,,GEO0002,,WS0002
295960,19090,3288,Sơn Cương,VHX,3,002956,,,,GEO0002,,WS0002
295980,10927,3289,Thanh Hà,VHX,3,002956,,,,GEO0002,,WS0002
296000,10928,3290,Đỗ Sơn,VHX,3,002956,,,,GEO0002,,WS0002
296020,6651,3291,Đỗ Xuyên,VHX,3,002956,,,,GEO0002,,WS0002
296040,10443,3292,Lương Lỗ,VHX,3,002956,,,,GEO0002,,WS0002
296070,6724,3293,Hanh Cù,VHX,3,002956,,,,GEO0002,,WS0002
296116,,19053,Vân Lĩnh,VHX,3,002956,,,,GEO0002,,WS0002
296200,10444,3296,Hạ Hoà,GD2,3,002962,,,,GEO0002,,WS0002
296213,,3297,BCVP - Hạ Hòa,VP,3,002962,,,,GEO0002,,WS0002
296220,6652,3298,Ấm Hạ,VHX,3,002962,,,,GEO0002,,WS0002
296240,6653,3299,Gia Điền,VHX,3,002962,,,,GEO0002,,WS0002
296260,6654,3300,Hà Lương,VHX,3,002962,,,,GEO0002,,WS0002
296280,6725,3301,Phụ Khánh,VHX,3,002962,,,,GEO0002,,WS0002
296300,10445,3302,Y Sơn,VHX,3,002962,,,,GEO0002,,WS0002
296310,19091,3303,Chuế Lưu,VHX,3,002962,,,,GEO0002,,WS0002
296330,6726,3304,Vô Tranh,VHX,3,002962,,,,GEO0002,,WS0002
296363,7721,3305,Bằng Giã,VHX,3,002962,,,,GEO0002,,WS0002
296370,11789,3306,Văn Lang,VHX,3,002962,,,,GEO0002,,WS0002
296390,19092,3307,Minh Côi,VHX,3,002962,,,,GEO0002,,WS0002
296416,10446,3308,Minh Hạc,VHX,3,002962,,,,GEO0002,,WS0002
296420,19093,3309,Lang Sơn,VHX,3,002962,,,,GEO0002,,WS0002
296440,11790,3310,Mai Tùng,VHX,3,002962,,,,GEO0002,,WS0002
296450,11791,3311,Yên Luật,VHX,3,002962,,,,GEO0002,,WS0002
